date               ,hive_weight,hive_temperature,hive_humidity,ambient_temperature,ambient_humidity,ambient_luminosity,ambient_rain,wx_temp,wx_humidity,wx_wind,wx_gusts,wx_direction,wx_dewpoint,wx_pressure,wx_rain,battery
2018-10-26 00:00:01,28.910     ,26.5            ,64.2         ,                   ,                ,0                 ,9.1         ,82.0   ,0          ,1      ,135.0   ,6.2         ,1005.2     ,3          ,23.35
2018-10-27 00:00:01,28.970     ,26.9            ,76.3         ,                   ,                ,0                 ,6.6         ,94.0   ,0          ,0      ,        ,5.7         ,992.9      ,2          ,23.39
2018-10-28 00:00:01,28.790     ,23.3            ,61.8         ,                   ,                ,0                 ,4.0         ,74.0   ,0          ,2      ,        ,-0.2        ,1014.2     ,2          ,23.35
2018-10-29 00:00:01,28.690     ,22.1            ,62.4         ,                   ,                ,0                 ,3.0         ,83.0   ,0          ,2      ,        ,0.4         ,1022.2     ,1          ,23.36
2018-10-30 00:00:01,28.640     ,21.0            ,65.7         ,                   ,                ,0                 ,6.5         ,96.0   ,1          ,2      ,0.0     ,5.9         ,1005.1     ,0          ,23.32
2018-10-31 00:00:01,28.610     ,26.6            ,69.2         ,                   ,                ,0                 ,7.1         ,94.0   ,0          ,3      ,259.0   ,6.2         ,996.2      ,2          ,23.31
2018-11-01 00:00:01,28.360     ,25.2            ,65.3         ,                   ,                ,0                 ,6.7         ,97.0   ,0          ,0      ,        ,6.3         ,1019.9     ,1          ,23.31
2018-11-02 00:00:01,28.200     ,25.6            ,77.2         ,                   ,                ,0                 ,7.9         ,98.0   ,0          ,0      ,        ,7.6         ,1009.2     ,0          ,23.37
2018-11-03 00:00:01,28.070     ,26.2            ,75.8         ,                   ,                ,0                 ,6.5         ,96.0   ,0          ,1      ,135.0   ,5.9         ,1023.2     ,0          ,23.30
2018-11-04 00:00:01,27.880     ,26.9            ,69.7         ,                   ,                ,0                 ,3.2         ,98.0   ,0          ,0      ,        ,2.9         ,1027.1     ,0          ,23.41
2018-11-05 00:00:01,27.780     ,26.2            ,79.2         ,                   ,                ,0                 ,9.2         ,94.0   ,0          ,0      ,        ,8.3         ,1018.8     ,0          ,23.25
2018-11-06 00:00:01,27.760     ,26.6            ,87.2         ,                   ,                ,0                 ,9.8         ,99.0   ,0          ,1      ,315.0   ,9.7         ,1011.3     ,0          ,23.26
2018-11-07 00:00:01,27.500     ,28.9            ,75.7         ,                   ,                ,0                 ,7.3         ,99.0   ,0          ,0      ,        ,7.2         ,1012.3     ,0          ,23.26
2018-11-08 00:00:01,27.370     ,28.6            ,73.0         ,                   ,                ,0                 ,8.7         ,99.0   ,0          ,0      ,        ,8.6         ,1013.9     ,0          ,23.25
2018-11-09 00:00:01,27.260     ,27.3            ,81.3         ,                   ,                ,0                 ,6.0         ,99.0   ,0          ,0      ,        ,5.8         ,1021.2     ,0          ,23.35
2018-11-10 00:00:02,22.940     ,29.2            ,68.2         ,                   ,                ,0                 ,9.2         ,99.0   ,0          ,1      ,270.0   ,9.1         ,1012.8     ,0          ,23.32
2018-11-11 00:00:01,22.880     ,23.3            ,76.1         ,                   ,                ,0                 ,10.1        ,98.0   ,0          ,1      ,315.0   ,9.8         ,1008.0     ,0          ,23.32
2018-11-12 00:00:01,22.950     ,22.6            ,75.1         ,                   ,                ,0                 ,10.3        ,99.0   ,0          ,1      ,        ,10.2        ,1010.1     ,4          ,23.34
2018-11-13 00:00:01,22.920     ,22.1            ,78.6         ,                   ,                ,0                 ,10.3        ,99.0   ,0          ,2      ,225.0   ,10.2        ,1012.9     ,5          ,23.32
2018-11-14 00:00:01,22.710     ,21.1            ,77.5         ,                   ,                ,0                 ,9.4         ,97.0   ,0          ,2      ,135.0   ,8.9         ,1018.7     ,0          ,23.35
2018-11-15 00:00:02,22.590     ,21.5            ,74.8         ,                   ,                ,0                 ,9.4         ,97.0   ,0          ,0      ,        ,8.9         ,1027.4     ,0          ,23.36
2018-11-16 00:00:01,22.440     ,22.6            ,65.7         ,                   ,                ,0                 ,7.8         ,99.0   ,0          ,0      ,        ,7.7         ,1032.5     ,0          ,23.35
2018-11-17 00:00:01,22.330     ,20.2            ,72.1         ,                   ,                ,0                 ,7.4         ,87.0   ,0          ,0      ,        ,5.4         ,1038.4     ,0          ,23.34
2018-11-18 00:00:01,22.270     ,18.2            ,74.0         ,                   ,                ,0                 ,4.7         ,92.0   ,0          ,1      ,        ,3.5         ,1039.8     ,0          ,23.39
2018-11-19 00:00:01,22.220     ,16.4            ,79.8         ,                   ,                ,0                 ,5.2         ,80.0   ,1          ,4      ,0.0     ,2.1         ,1033.5     ,0          ,23.41
2018-11-20 00:00:01,22.160     ,13.7            ,63.9         ,                   ,                ,0                 ,3.6         ,89.0   ,1          ,1      ,45.0    ,1.9         ,1030.1     ,0          ,23.42
2018-11-21 00:00:01,22.140     ,13.5            ,70.4         ,                   ,                ,0                 ,4.9         ,81.0   ,2          ,4      ,315.0   ,1.9         ,1024.6     ,0          ,23.43
2018-11-22 00:00:01,22.090     ,13.0            ,67.7         ,                   ,                ,4                 ,5.0         ,77.0   ,0          ,1      ,292.0   ,1.3         ,1028.6     ,0          ,23.38
2018-11-23 00:00:01,22.050     ,12.1            ,68.4         ,                   ,                ,4                 ,3.2         ,80.0   ,0          ,1      ,315.0   ,0.1         ,1025.8     ,0          ,23.41
2018-11-24 00:00:01,22.050     ,11.2            ,69.5         ,                   ,                ,0                 ,2.7         ,94.0   ,0          ,0      ,        ,1.8         ,1017.8     ,0          ,23.39
2018-11-25 00:00:01,22.000     ,11.1            ,67.2         ,                   ,                ,4                 ,2.5         ,91.0   ,0          ,1      ,        ,1.2         ,1015.8     ,0          ,23.41
2018-11-26 00:00:01,21.970     ,8.9             ,64.3         ,                   ,                ,4                 ,-1.4        ,92.0   ,0          ,0      ,        ,-2.6        ,1018.2     ,0          ,23.48
2018-11-27 00:00:01,21.950     ,7.5             ,63.0         ,                   ,                ,0                 ,0.0         ,81.0   ,0          ,0      ,        ,-2.9        ,1019.9     ,0          ,23.44
2018-11-28 00:00:01,21.920     ,6.3             ,60.6         ,                   ,                ,0                 ,-2.8        ,96.0   ,0          ,0      ,        ,-3.3        ,1028.1     ,0          ,23.48
2018-11-29 00:00:01,21.820     ,6.8             ,60.2         ,                   ,                ,0                 ,2.8         ,72.0   ,2          ,4      ,315.0   ,-1.7        ,1023.0     ,0          ,23.44
2018-12-01 00:00:01,21.880     ,8.5             ,77.5         ,                   ,                ,0                 ,4.7         ,97.0   ,0          ,1      ,        ,4.3         ,1010.3     ,0          ,23.44
2018-12-02 00:00:01,21.860     ,9.1             ,82.5         ,                   ,                ,0                 ,6.0         ,99.0   ,0          ,0      ,        ,5.8         ,1006.4     ,0          ,23.41
2018-12-03 00:00:01,22.010     ,9.6             ,84.5         ,                   ,                ,0                 ,7.3         ,99.0   ,0          ,1      ,        ,7.2         ,992.9      ,5          ,23.33
2018-12-04 00:00:01,21.850     ,10.2            ,84.0         ,                   ,                ,0                 ,6.9         ,99.0   ,0          ,1      ,225.0   ,6.8         ,993.8      ,1          ,23.39
2018-12-05 00:00:01,21.670     ,7.5             ,62.6         ,                   ,                ,0                 ,4.5         ,70.0   ,1          ,3      ,315.0   ,-0.5        ,1018.0     ,0          ,23.45
2018-12-06 00:00:01,21.680     ,7.6             ,74.5         ,                   ,                ,0                 ,2.6         ,99.0   ,0          ,0      ,        ,2.4         ,1019.3     ,0          ,23.44
2018-12-07 00:00:01,21.890     ,8.9             ,87.2         ,                   ,                ,0                 ,8.3         ,99.0   ,0          ,0      ,        ,8.2         ,1004.0     ,2          ,23.37
2018-12-08 00:00:01,21.930     ,10.5            ,90.8         ,                   ,                ,0                 ,9.8         ,99.0   ,0          ,1      ,        ,9.7         ,987.2      ,3          ,23.36
2018-12-09 00:00:01,21.750     ,8.7             ,85.9         ,                   ,                ,0                 ,6.9         ,97.0   ,0          ,1      ,135.0   ,6.4         ,981.5      ,7          ,23.37
2018-12-10 00:00:01,21.700     ,7.9             ,77.2         ,                   ,                ,0                 ,3.8         ,93.0   ,1          ,1      ,90.0    ,2.8         ,995.1      ,1          ,23.37
2018-12-11 00:00:01,21.730     ,7.2             ,77.1         ,                   ,                ,0                 ,3.8         ,93.0   ,1          ,2      ,135.0   ,2.8         ,1005.1     ,1          ,23.43
2018-12-12 00:00:02,21.530     ,7.4             ,75.1         ,                   ,                ,0                 ,4.8         ,81.0   ,1          ,2      ,270.0   ,1.8         ,1023.1     ,0          ,23.42
2018-12-13 00:00:02,21.480     ,6.9             ,68.6         ,                   ,                ,0                 ,0.9         ,84.0   ,1          ,2      ,0.0     ,-1.5        ,1030.0     ,0          ,23.47
2018-12-14 00:00:01,21.450     ,6.9             ,71.9         ,                   ,                ,0                 ,1.6         ,89.0   ,1          ,1      ,270.0   ,0.0         ,1027.8     ,0          ,23.42
2018-12-15 00:00:01,21.450     ,6.8             ,74.1         ,                   ,                ,0                 ,2.0         ,92.0   ,1          ,2      ,315.0   ,0.8         ,1030.6     ,0          ,23.43
2018-12-16 00:00:01,21.510     ,6.7             ,78.0         ,                   ,                ,0                 ,2.2         ,96.0   ,1          ,1      ,180.0   ,1.6         ,1024.4     ,1          ,23.47
2018-12-17 00:00:01,21.360     ,6.4             ,67.9         ,                   ,                ,0                 ,1.1         ,75.0   ,0          ,0      ,        ,-2.8        ,1015.4     ,0          ,23.46
